"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","analysis","direction","tested_sets","pathway_id","pathway_name"
"hsa04966 Collecting duct acid secretion",0.0284822176528825,0.125465971432951,0.0523718696415008,0.567227271041921,1.59079401730171,15,"SLC12A7;ATP6V0D1;ATP6V0E1;ATP6V0C;ATP6V1A;ATP6V0A4;ATP6V1G1","reference95","Up",348,"hsa04966","Collecting duct acid secretion"
"hsa04970 Salivary secretion",0.122968540330997,0.29110919751828,0.0242771028989262,0.37652821074704,1.29726138576211,33,"ATP1B3;CALM1;ATP1A1;SLC12A2;PRKCA;ADCY7;CALM3;GNAS;ATP2B1;CD38;CST3","reference95","Up",348,"hsa04970","Salivary secretion"
"hsa04971 Gastric acid secretion",0.072235100575787,0.204372479677837,0.0321864106366112,0.411673485310597,1.39578931861255,31,"ACTB;ATP1B3;ACTG1;CALM1;ATP1A1;PRKCA;ADCY7;CALM3;GNAS;GNAI2","reference95","Up",348,"hsa04971","Gastric acid secretion"
"hsa04972 Pancreatic secretion",0.0604016842419048,0.191088964692572,0.0352529749618195,0.4051826226851,1.41491190178687,35,"ATP1B3;CLCA1;ATP1A1;SLC12A2;PRKCA;ATP2A2;ADCY7;GNAS;RAP1A;ATP2B1;RAP1B;CD38;RAB3D;RAB8A;RAC1","reference95","Up",348,"hsa04972","Pancreatic secretion"
"hsa04973 Carbohydrate digestion and absorption",0.337695740978894,0.493773604456534,0.0138388705910601,0.353726396398571,1.08831614515744,21,"ATP1B3;ATP1A1;AKT1;HK1;PIK3R3","reference95","Up",348,"hsa04973","Carbohydrate digestion and absorption"
"hsa04974 Protein digestion and absorption",0.115031837477259,0.277993607236709,0.0253825692197736,0.449557318449358,1.34639682930248,19,"SLC1A5;ATP1B3;ATP1A1;PRCP;KCNK5;SLC3A2;SLC16A10","reference95","Up",348,"hsa04974","Protein digestion and absorption"
"hsa04975 Fat digestion and absorption",0.120731800473608,0.287771688800106,0.0248380735778599,0.518682641005326,1.36376004120256,12,"ABCA1;GOT2;ACAT2;ACAT1","reference95","Up",348,"hsa04975","Fat digestion and absorption"
"hsa04976 Bile secretion",0.455662936588674,0.616312935376701,0.0123287372214572,-0.337135097050385,-0.998099033627221,17,"CFTR;SLC9A1;LDLR;SLC2A1","reference95","Down",348,"hsa04976","Bile secretion"
"hsa04977 Vitamin digestion and absorption",0.178213251647014,0.350385376119554,0.0211780677809268,-0.50618596624214,-1.2807665311955,10,"LMBRD1;CUBN;PLB1;SLC19A2;ABCD4","reference95","Down",348,"hsa04977","Vitamin digestion and absorption"
"hsa04978 Mineral absorption",0.0129417997426777,0.0766859513791491,0.0778020141064988,0.555204607214909,1.68677663978229,20,"ATP1B3;FTL;SLC39A4;ATP1A1;SLC40A1;ATP2B1;SLC31A1;FTH1;ATP7A","reference95","Up",348,"hsa04978","Mineral absorption"
"hsa04979 Cholesterol metabolism",0.0483993037160372,0.170130885789707,0.0398290127415316,0.49380363186888,1.50023328346349,20,"ABCA1;VDAC1;VDAC2;SOAT1;LRPAP1;VAPB;NPC1;LIPC;NPC2;STARD3NL","reference95","Up",348,"hsa04979","Cholesterol metabolism"
"hsa04980 Cobalamin transport and metabolism",0.55308839639336,0.682897505411766,0.0108136676919138,-0.329830656902424,-0.924940528355267,14,"LMBRD1;MMAA;ZNF143;MTR;ABCD4;MTRR;ZNF76;HCFC1","reference95","Down",348,"hsa04980","Cobalamin transport and metabolism"
"hsa04981 Folate transport and metabolism",0.0677753253672273,0.201588147246112,0.0335760786429083,0.545660780990335,1.47067041405106,13,"TYMS;MTHFD1;DHFR;DHFR2;SLC19A1","reference95","Up",348,"hsa04981","Folate transport and metabolism"
"hsa05010 Alzheimer disease",0.0008252972988044,0.0130547027265423,0.213878881440171,0.310555674255088,1.52885652003095,254,"APH1A;RELA;COX5A;NDUFAB1;ATP5F1B;SLC39A4;UQCRHL;CALM1;VDAC1;TUBA1B;NDUFC2;MAPK9;NDUFA6;NDUFA12;TUBA4A;SLC25A5;TUBA1C;PPP3R1;ADRM1;COX6A1;AKT1;COX6C;ATP2A2;NAE1;COX8A;FRAT2;PSMC5;MAPK3;CALM3;COX7A2L;COX7B;UQCRH;VDAC2;BID;ATP5F1A;GAPDH;ATP5PF;ATP5MC1;ATP5PB;PSMB1;ATP5F1C;NDUFA9;SLC25A6;PIK3R3;CYC1;PSMC1;COX4I1;TUBB;PSMB3;NDUFB7;NDUFS3;PSMB7;PSMD8;ATP5MC3;SLC39A6;NDUFB11;FZD6;KIF5B;AXIN1;SLC39A8;ATF4;PSMD2;PSMA7;NFKB1;PSMD12;COX7A2;SDHC;PSMD7;ULK2;IKBKG;NDUFA8;NDUFV2;PSMB5;NDUFB9;NRAS;SEM1;UQCR11;CSNK2A2;ATP5F1E;PSMC3;PSMA4;MAPK1;NDUFB4;PSMD14;PIK3R2;PPP3CC;PPIF;NDUFB6;NDUFA2;PIK3R1;BRAF;MAP2K1;TUBB4B;CSNK2A1;TNFRSF1A;XBP1;PSMB2;PSMA3;RTN3;NDUFA13;UQCRQ;UQCRB;ATP5MC2;HRAS;WIPI2","reference95","Up",348,"hsa05010","Alzheimer disease"
"hsa05012 Parkinson disease",4.58685014967057e-09,5.32074617361786e-07,0.341232648700501,0.43828366476706,2.08896394923402,195,"COX5A;BAX;NDUFAB1;ATP5F1B;SLC39A4;UQCRHL;CALM1;VDAC1;TUBA1B;NDUFC2;MAPK9;NDUFA6;NDUFA12;TUBA4A;UBE2J2;SLC25A5;TUBA1C;ADRM1;COX6A1;COX6C;COX8A;PSMC5;CALM3;GNAS;COX7A2L;COX7B;UQCRH;VDAC2;ATP5F1A;ATP5PF;ATP5MC1;ATP5PB;PSMB1;GNAI2;ATP5F1C;UBA52;NDUFA9;SLC25A6;CYC1;PSMC1;COX4I1;TUBB;PSMB3;NDUFB7;NDUFS3;PSMB7;PSMD8;ATP5MC3;UBC;MFN2;SLC39A6;NDUFB11;KIF5B;RPS27A;SLC39A8;ATF4;TXN2;PSMD2;PSMA7;PSMD12;UBE2L6;COX7A2;SDHC;PSMD7;NDUFA8;NDUFV2;PSMB5;NDUFB9;KEAP1;SEM1;UQCR11;ATP5F1E;SOD1;PSMC3;PARK7;PSMA4;NDUFB4;PSMD14;PPIF;NDUFB6;NDUFA2;UBE2L3;TUBB4B;HTRA2;PRKACB;XBP1;PSMB2;TRAP1;PSMA3;NDUFA13;UQCRQ;TXN;UQCRB;ATP5MC2","reference95","Up",348,"hsa05012","Parkinson disease"
"hsa05014 Amyotrophic lateral sclerosis",5.47605853534918e-06,0.000272238338614502,0.273594784418286,0.354102914599273,1.74728253703679,259,"OPTN;ALYREF;ACTB;WDR41;COX5A;BAX;NDUFAB1;ATP5F1B;ACTG1;TOMM40;UBQLN4;UQCRHL;VDAC1;TUBA1B;GPX7;NDUFC2;NDUFA6;NDUFA12;TUBA4A;TUBA1C;PPP3R1;ADRM1;COX6A1;MAP2K3;COX6C;CASP1;COX8A;HNRNPA1;PSMC5;NXT1;SRSF3;COX7A2L;COX7B;UQCRH;BID;ATP5F1A;ATP5PF;ATP5MC1;ATP5PB;PSMB1;ATP5F1C;HNRNPA3;NDUFA9;DCTN5;FIG4;CYC1;PSMC1;COX4I1;TUBB;DERL1;VAPB;PSMB3;NDUFB7;NDUFS3;PSMB7;PSMD8;ATP5MC3;NDUFB11;RAB8A;KIF5B;ATF4;PSMD2;PSMA7;RAC1;CHMP2B;PSMD12;COX7A2;SDHC;PSMD7;ANXA11;NDC1;ULK2;NDUFA8;NDUFV2;PSMB5;NDUFB9;HNRNPA2B1;SEM1;UQCR11;SRSF7;BCL2;POM121;ANXA7;SEH1L;ACTR1B;ATP5F1E;SOD1;PSMC3;PSMA4;NDUFB4","reference95","Up",348,"hsa05014","Amyotrophic lateral sclerosis"
"hsa05016 Huntington disease",0.000197023932729521,0.00489745204213382,0.232510857427675,0.337388606435927,1.62893917241565,217,"COX5A;BAX;NDUFAB1;ATP5F1B;UQCRHL;VDAC1;TUBA1B;GPX7;NDUFC2;MAPK9;NDUFA6;TAF4B;NDUFA12;TUBA4A;SLC25A5;POLR2D;TUBA1C;ADRM1;COX6A1;COX6C;SOD2;SIN3A;COX8A;PSMC5;CREB3L3;COX7A2L;COX7B;UQCRH;VDAC2;TFAM;ATP5F1A;ATP5PF;ATP5MC1;ATP5PB;PSMB1;ATP5F1C;NDUFA9;HDAC2;DCTN5;SLC25A6;CYC1;PSMC1;COX4I1;POLR2C;SP1;CLTB;TUBB;PSMB3;NDUFB7;NDUFS3;PSMB7;PSMD8;ATP5MC3;CLTC;NDUFB11;RCOR1;KIF5B;PSMD2;PSMA7;PSMD12;COX7A2;SDHC;PSMD7;ULK2;NDUFA8;NDUFV2;PSMB5;NDUFB9;SEM1;UQCR11;ACTR1B;ATP5F1E;SOD1;PSMC3;PSMA4;NDUFB4;PSMD14;PPIF;POLR2L;NDUFB6;NDUFA2;POLR2H","reference95","Up",348,"hsa05016","Huntington disease"
"hsa05017 Spinocerebellar ataxia",0.113601796190338,0.277993607236709,0.0249393077594879,0.282962827535237,1.22852634061643,104,"AFG3L2;VDAC1;MAPK9;SLC25A5;ADRM1;AKT1;PRKCA;ATP2A2;SPTBN2;PSMC5;VDAC2;PSMB1;SLC25A6;PIK3R3;PSMC1;SP1;ATXN1;PSMB3;PSMB7;PSMD8;NOP56;ATXN10;PSMD2;PSMA7;PSMD12;PSMD7;ULK2;PSMB5;SEM1;ATXN1L;PSMC3;PSMA4;PSMD14;PIK3R2;PPIF;PIK3R1;TBPL1","reference95","Up",348,"hsa05017","Spinocerebellar ataxia"
"hsa05020 Prion disease",1.12548783012912e-05,0.000489587206106168,0.2658863377706,0.379543405717834,1.79823237428469,186,"STIP1;COX5A;BAX;NDUFAB1;ATP5F1B;UQCRHL;VDAC1;TUBA1B;NDUFC2;MAPK9;NDUFA6;NDUFA12;TUBA4A;SLC25A5;TUBA1C;PPP3R1;ADRM1;COX6A1;COX6C;COX8A;PSMC5;CREB3L3;MAPK3;COX7A2L;COX7B;UQCRH;VDAC2;ATP5F1A;ATP5PF;ATP5MC1;ATP5PB;PSMB1;CYBA;ATP5F1C;PRNP;NDUFA9;SLC25A6;PIK3R3;CYC1;PSMC1;COX4I1;TUBB;PSMB3;NDUFB7;NDUFS3;PSMB7;PSMD8;ATP5MC3;NDUFB11;KIF5B;ATF4;PSMD2;PSMA7;RAC1;PSMD12;COX7A2;SDHC;PSMD7;NDUFA8;NDUFV2;PSMB5;NDUFB9;SEM1;UQCR11;NCF1;CSNK2A2;ATP5F1E;SOD1;PSMC3;PSMA4;MAPK1;NDUFB4;PSMD14;PIK3R2;PPP3CC;PPIF;NDUFB6;NDUFA2","reference95","Up",348,"hsa05020","Prion disease"
"hsa05022 Pathways of neurodegeneration - multiple diseases",3.53212656626377e-05,0.00102431670421649,0.24975672506943,0.328148716869733,1.64578195508468,299,"OPTN;RELA;WDR41;COX5A;BAX;NDUFAB1;ATP5F1B;TOMM40;UQCRHL;CALM1;VDAC1;TUBA1B;GPX7;NDUFC2;MAPK9;NDUFA6;NDUFA12;TUBA4A;UBE2J2;SLC25A5;TUBA1C;PPP3R1;ADRM1;COX6A1;MAP2K3;COX6C;PRKCA;ATP2A2;COX8A;FRAT2;SPTBN2;PSMC5;MAPK3;CALM3;COX7A2L;COX7B;UQCRH;VDAC2;BID;ATP5F1A;ATP5PF;ATP5MC1;ATP5PB;PSMB1;ATP5F1C;PRNP;UBA52;NDUFA9;DCTN5;SLC25A6;FIG4;CYC1;PSMC1;COX4I1;TUBB;DERL1;ATXN1;VAPB;PSMB3;NDUFB7;NDUFS3;PSMB7;PSMD8;ATP5MC3;UBC;MFN2;NDUFB11;RAB8A;FZD6;KIF5B;RPS27A;AXIN1;ATF4;PSMD2;PSMA7;RAC1;NFKB1;CHMP2B;PSMD12;UBE2L6;COX7A2;SDHC;PSMD7;ULK2;NDUFA8;NDUFV2;PSMB5;NDUFB9;NRAS;SEM1;UQCR11;ATXN1L;CSNK2A2;BCL2;ACTR1B;ATP5F1E;SOD1;PSMC3;PARK7;PSMA4;MAPK1;NDUFB4","reference95","Up",348,"hsa05022","Pathways of neurodegeneration - multiple diseases"
"hsa05030 Cocaine addiction",0.209584688705651,0.390029260265062,0.0182766928878956,0.393992962394678,1.21220498786125,21,"FOSB;RGS9;RELA;CREB3L3;GNAS;GNAI2","reference95","Up",348,"hsa05030","Cocaine addiction"
"hsa05031 Amphetamine addiction",0.065644698071687,0.196934094215061,0.0337832070264461,0.404912826938951,1.40384430091377,34,"FOSB;FOS;CALM1;PPP1CC;PPP3R1;PRKCA;CREB3L3;CALM3;GNAS","reference95","Up",348,"hsa05031","Amphetamine addiction"
"hsa05032 Morphine addiction",0.130531306441902,0.293522267206478,0.0236315590293387,0.40118487672859,1.30162878391873,26,"GNG4;PRKCA;GRK6;GNG5;ADCY7;GNAS;GNAI2;GNB1;ARRB1","reference95","Up",348,"hsa05032","Morphine addiction"
"hsa05034 Alcoholism",0.290704928259513,0.461942077782241,0.0148701844955172,0.279007079450602,1.09924442233057,61,"FOSB;CALM1;GNG4;PPP1CC;GNG5;CREB3L3;MAPK3;CALM3;GNAS;GNAI2;HDAC2;GNB1;GRB2;ATF4;PPP1CA;HDAC5;NRAS;PPP1CB;MAPK1;GNG2;GNB2;BRAF;MAP2K1;HDAC9;PRKACB","reference95","Up",348,"hsa05034","Alcoholism"
"hsa05100 Bacterial invasion of epithelial cells",0.0144686204854944,0.0774627681377237,0.0727212508042466,0.412604281303112,1.56493182407275,51,"ACTB;ACTG1;SEPTIN11;ITGB1;ARPC2;RHOG;SEPTIN9;PXN;ACTR3;ELMO2;SEPTIN1;PIK3R3;CLTB;CLTC;RAC1;ACTR3C;MAD2L2;ARPC5;ARPC1A;ARPC3;ARPC5L;PIK3R2;PIK3R1;SEPTIN2","reference95","Up",348,"hsa05100","Bacterial invasion of epithelial cells"
"hsa05110 Vibrio cholerae infection",0.0142023273971075,0.077225155221772,0.0735807097412401,0.456056166814006,1.60246532385534,36,"ACTB;ACTG1;ERO1A;SLC12A2;PRKCA;KDELR2;GNAS;ATP6V0D1;ATP6V0E1;ATP6V0C;ATP6V1A;ATP6V0A4","reference95","Up",348,"hsa05110","Vibrio cholerae infection"
"hsa05120 Epithelial cell signaling in Helicobacter pylori infection",0.496782782338584,0.6499263468189,0.0106447984103244,0.263743572303934,0.973725270408066,45,"RELA;MAPK9;JAM3;ATP6V0D1;ATP6V0E1;ATP6V0C;ATP6V1A;ATP6V0A4;RAC1;NFKB1;IKBKG;ATP6V1G1;NOD1","reference95","Up",348,"hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
"hsa05130 Pathogenic Escherichia coli infection",0.0163661982008021,0.0850065219981957,0.0675135661914569,0.323446291785432,1.43493516996921,119,"FOS;ACTB;RELA;BAX;ACTG1;TNFSF10;TUBA1B;MAPK9;TUBA4A;ITGB1;RIPK1;TUBA1C;MYO1F;TMBIM6;PTPN6;CASP1;MAPK3;ARPC2;MYD88;NCL;GAPDH;ACTR3;ARF6;CYFIP2;TUBB;CYTH1;ROCK1;MYH10;MAP3K7;GNA12;TMED10;RAC1;NFKB1;ACTR3C;ARPC5;IKBKG;RPS3;GNA13;ARPC1A","reference95","Up",348,"hsa05130","Pathogenic Escherichia coli infection"
"hsa05131 Shigellosis",0.0117062788222774,0.0727461612527239,0.0792156408244154,0.301779866954698,1.41579646229008,174,"MALT1;ACTB;RELA;BAX;ACTG1;CD44;RRAGC;RPS6KA5;VDAC1;SEPTIN11;MAPK9;ITGB1;RIPK1;MYL12A;AKT1;UBE2V2;CASP1;CUL1;MDM2;MAPK3;ATG12;FBXW11;ARPC2;HK1;MYD88;UBE2V1;SEPTIN9;UBE2D3;PXN;ACTR3;UBA52;ELMO2;ARF6;PIK3R3;SKP1;CYTH1;ROCK1;ACTN1;UBE2D2;UBC;MAP3K7;SEPTIN7;ACTN4;RPS27A;RAC1;NFKB1;ACTR3C;UBE2D4;CBX3;ARPC5;RBX1;RPS6KB1;IKBKG;NOD1;ARPC1A;CAST;FNBP1;ARPC3;BCL2;ATG16L1;MAPK1;ARPC5L;MYL12B;PIK3R2","reference95","Up",348,"hsa05131","Shigellosis"
"hsa05132 Salmonella infection",0.0179598461592745,0.0880285417384161,0.0636515990039615,0.289571674710754,1.37195680993555,186,"MYC;FOS;ACTB;RELA;BAX;ACTG1;TNFSF10;TUBA1B;MAPK9;TUBA4A;RIPK1;RALA;TUBA1C;MYL12A;MAP2K3;AKT1;CASP1;RAB7A;MAPK3;ARPC2;MYD88;RHOG;GAPDH;S100A10;HSP90B1;ACTR3;SNX18;ELMO2;DYNLL2;DCTN5;HSP90AB1;ARF6;CYFIP2;SKP1;TUBB;CYTH1;M6PR;MAP3K7;KIF5B;KPNA4;TXN2;RAC1;NFKB1;ACTR3C;ARPC5;IKBKG;NOD1;RPS3;ARL8A;ARPC1A;ARPC3;BCL2;TLR9;FLNA;KPNA1;ACTR1B;MAPK1;VPS18;ARPC5L;MYL12B","reference95","Up",348,"hsa05132","Salmonella infection"
"hsa05133 Pertussis",0.0318313199436745,0.136756781980231,0.0488139109329001,0.408666067057377,1.48593799489469,42,"FOS;IRF1;RELA;CALM1;MAPK9;ITGB1;CASP1;CFL1;ITGB2;MAPK3;CALM3;MYD88;GNAI2","reference95","Up",348,"hsa05133","Pertussis"
"hsa05134 Legionellosis",0.199705551225427,0.37976793347786,0.0202414474431277,-0.325272343448684,-1.18819325543829,39,"CXCL3;TNF;CXCL2;HSPA1A;CXCL8;CLK4;CASP8;SAR1B;NFKBIA;HSPA1B;APAF1","reference95","Down",348,"hsa05134","Legionellosis"
"hsa05135 Yersinia infection",0.313164676418279,0.473921728708159,0.0141287385171875,0.245632653305833,1.07134754270214,107,"FOS;ACTB;RELA;ACTG1;MAPK9;NFATC3;ITGB1;LCP2;MAP2K3;AKT1;CASP1;MAPK3;ARPC2;MYD88;RHOG;PXN;ACTR3;ELMO2;ARF6;PIK3R3;ROCK1;MAP3K7;RPS6KA3;RAC1;NFKB1;ACTR3C;ARPC5;IKBKG;LAT;ARPC1A;ARPC3;MAPK1;NFATC2;ARPC5L;PIK3R2","reference95","Up",348,"hsa05135","Yersinia infection"
"hsa05140 Leishmaniasis",0.0418753013612255,0.161917831930072,0.0424586933845784,0.410261841668873,1.4597189605844,38,"FOS;TGFB1;IL4;RELA;IFNGR2;ITGB1;MARCKSL1;PTPN6;ITGB2;MAPK3;MYD88;CYBA","reference95","Up",348,"hsa05140","Leishmaniasis"
"hsa05142 Chagas disease",0.168626728110599,0.341175008037724,0.0203338703965494,0.300858404016713,1.19885352232001,65,"FOS;TGFB1;RELA;CALR;CD247;MAPK9;IFNGR2;AKT1;MAPK3;GNAS;MYD88;GNAI2;PIK3R3;CD3D;TGFBR1;SMAD2;NFKB1;IKBKG;TLR9;MAPK1;PIK3R2;PPP2R2D;CD3E;PIK3R1;GNA15;TNFRSF1A","reference95","Up",348,"hsa05142","Chagas disease"
"hsa05143 African trypanosomiasis",0.785196425560614,0.845970142709268,0.00837313520375007,-0.276644893643905,-0.758547356723944,13,"TNF;FAS;PLCB1;HBB","reference95","Down",348,"hsa05143","African trypanosomiasis"
"hsa05144 Malaria",0.128640776699029,0.293522267206478,0.0239180817283214,0.449312291811561,1.32609437957446,18,"KLRB1;TGFB1;ITGB2;MYD88;CD81;GYPC","reference95","Up",348,"hsa05144","Malaria"
"hsa05145 Toxoplasmosis",0.490340386384545,0.646097342093309,0.0120139119429519,-0.242284146521187,-0.978658827814618,62,"TNF;BIRC3;HSPA1A;PIK3R5;LDLR;AKT3;CASP8;JAK2;BAD;NFKBIA;ITGA6;TRAF6;SOCS1;HSPA1B;PIK3CG","reference95","Down",348,"hsa05145","Toxoplasmosis"
"hsa05146 Amoebiasis",0.249786364480773,0.426106151173083,0.0163702590038075,0.318515619418471,1.14536510300205,40,"CTSG;TGFB1;RELA;PRKCA;RAB7A;ITGB2;GNAS;PRDX1;PIK3R3;ACTN1;ACTN4;NFKB1","reference95","Up",348,"hsa05146","Amoebiasis"
"hsa05150 Staphylococcus aureus infection",0.579755874782031,0.700538348694954,0.0103648861338509,-0.416638185968554,-0.902432711129158,6,"CFH;ITGAL","reference95","Down",348,"hsa05150","Staphylococcus aureus infection"
"hsa05152 Tuberculosis",0.0135371179039301,0.0766859513791491,0.0745719648873652,0.35050161760654,1.49266191660152,93,"TGFB1;HSPD1;MALT1;MRC2;RELA;BAX;CALM1;MAPK9;IFNGR2;PPP3R1;AKT1;RAB7A;ITGB2;MAPK3;CALM3;MYD88;BID;PLK3;ATP6V0D1;NFYB;LAMP1;ATP6V0C","reference95","Up",348,"hsa05152","Tuberculosis"
"hsa05160 Hepatitis C",0.313224131042749,0.473921728708159,0.0141326980714403,0.248261110867429,1.07214185350426,101,"MYC;RELA;BAX;YWHAB;CDK4;STAT3;E2F1;RIPK1;AKT1;MAPK3;YWHAZ;BID;TRAF3;CD81;EIF3E;PIK3R3;YWHAQ;GRB2;CDK2;IRF7;NFKB1;RB1;IKBKG;OAS3;SOCS3;NRAS;JAK1;MAPK1;PIK3R2;STAT2;PPP2R2D;CDKN1A;PIK3R1;BRAF;MAP2K1;E2F3;TNFRSF1A;OAS2;MX1;HRAS;STAT1;PIK3CB;EIF2S1;PPP2R1A;SOS2;TRAF2;BAK1;EIF2AK2;KRAS;CFLAR;IRF9","reference95","Up",348,"hsa05160","Hepatitis C"
"hsa05161 Hepatitis B",0.008779218902417,0.0623503709804309,0.0924192931377235,0.335696021775963,1.48927979791041,119,"STAT5A;MYC;FOS;TGFB1;PCNA;RELA;BAX;YWHAB;BIRC5;STAT3;MAPK9;E2F1;NFATC3;DDB2;MAP2K3;AKT1;PRKCA;DDX3X;CREB3L3;MAPK3;YWHAZ;MYD88;BID;JAK3;TRAF3;MAP3K1;PIK3R3;YWHAQ;TGFBR1;MAP3K7;GRB2;CDK2;ATF4;IRF7;NFKB1;RB1;ELK1;IKBKG;NRAS;BCL2;CCNA2;JAK1;MAPK1;NFATC2;PIK3R2;STAT2;ATP6AP1;CDKN1A;MAP2K6;PIK3R1;BRAF;MAP2K1;E2F3","reference95","Up",348,"hsa05161","Hepatitis B"
"hsa05162 Measles",0.298246887590287,0.46835458001551,0.0145495292391398,0.252857525291452,1.08359835365398,96,"STAT5A;FOS;RELA;BAX;IL2RA;CDK4;STAT3;MAPK9;AKT1;MYD88;BID;JAK3;TRAF3;EIF3H;PIK3R3;CD3D;MAP3K7;MSN;CDK2;IRF7;NFKB1;RCHY1;IKBKG;OAS3;CSNK2A2;BCL2;TLR9;JAK1;PIK3R2;STAT2;CD3E;PIK3R1;CSNK2A1;CD28;OAS2;MX1","reference95","Up",348,"hsa05162","Measles"
"hsa05163 Human cytomegalovirus infection",0.0373289388837143,0.147618985585597,0.0442358096379266,0.290825253580378,1.32791498177985,145,"MYC;RELA;CALR;BAX;CDK4;CALM1;GNG4;STAT3;E2F1;NFATC3;RIPK1;PPP3R1;B2M;AKT1;HLA-C;PRKCA;HLA-E;GNG5;HLA-B;ADCY7;MDM2;CREB3L3;MAPK3;TAP1;CALM3;GNAS;BID;HLA-A;PXN;GNAI2;TAPBP;TAP2;GNB1;PIK3R3;SP1;ROCK1;GRB2;GNA12;ATF4;RAC1;NFKB1;PDIA3;RB1;ELK1;RPS6KB1;IKBKG;GNA13;NRAS;JAK1;MAPK1;NFATC2;PIK3R2;PPP3CC;CDKN1A;MAP2K6;PIK3R1;GNG2;GNB2;MAP2K1;E2F3;PRKACB;TNFRSF1A;HLA-F;RPS6KB2","reference95","Up",348,"hsa05163","Human cytomegalovirus infection"
"hsa05164 Influenza A",0.11007144670511,0.272809982431873,0.0253825692197736,0.285324099796105,1.23457374040578,102,"ACTB;RELA;BAX;ACTG1;CDK4;TNFSF10;VDAC1;IFNGR2;SLC25A5;AKT1;PRKCA;CASP1;NXT1;MAPK3;MYD88;BID;TRAF3","reference95","Up",348,"hsa05164","Influenza A"
"hsa05165 Human papillomavirus infection",0.539878169712424,0.676259623022969,0.00974240455170738,0.205326581211928,0.966462295288473,178,"IRF1;PKM;RELA;BAX;CDK4;ITGB7;E2F1;ITGB1;BCAP31;AKT1;HLA-C;HLA-E;HLA-B;MDM2;CREB3L3;MAPK3;GNAS;PPP2R5C;HLA-A;RBL2;TRAF3;PXN;DLG3;ATP6V0D1;ATP6V0E1;HDAC2;ATP6V0C;PIK3R3;RBL1;PSMC1;ATP6V1A;ATP6V0A4;GRB2;FZD6;CDK2;AXIN1;NFKB1;RB1;UBE3A;TADA3;RPS6KB1;IKBKG;ATP6V1G1;PARD6B;NRAS;COL6A2;CCNA2;JAK1;MAPK1;PIK3R2;STAT2;ATP6AP1;PPP2R2D;MAML3;CDKN1A;PIK3R1;TBPL1;MAP2K1;PRKACB;TNFRSF1A;HLA-F;RPS6KB2;CDC42;MX1","reference95","Up",348,"hsa05165","Human papillomavirus infection"
"hsa05166 Human T-cell leukemia virus 1 infection",0.000705867995657451,0.0116972410708949,0.213878881440171,0.348224886467848,1.61479372596873,161,"STAT5A;MYC;FOS;TGFB1;RELA;CALR;BAX;IL2RA;CDK4;RANBP1;VDAC1;MAPK9;E2F1;NFATC3;SLC25A5;PPP3R1;B2M;AKT1;HLA-C;HLA-E;ANAPC13;HLA-B;ITGB2;ADCY7;CREB3L3;MAPK3;RAN;VDAC2;HLA-A;JAK3;RELB;CRTC3;ETS2;MAD2L1;CDC26;NFYB;SLC25A6;MAP3K3;MAP3K1;PIK3R3;NFKB2;CD3D;TGFBR1;ETS1;CDK2;ANAPC11;SMAD2;ATF4","reference95","Up",348,"hsa05166","Human T-cell leukemia virus 1 infection"
"hsa05167 Kaposi sarcoma-associated herpesvirus infection",0.114988104678826,0.277993607236709,0.024717242565884,0.270578843746448,1.21419999517376,129,"MYC;FOS;RELA;BAX;CDK4;CALM1;GNG4;STAT3;MAPK9;E2F1;NFATC3;PPP3R1;AKT1;HLA-C;HLA-E;GNG5;HLA-B;MAPK3;CALM3;BID;HLA-A;TRAF3;UBA52;GNB1;PIK3R3;UBC;RPS27A;IRF7;RAC1;NFKB1;CLEC2B;RB1;IKBKG;NRAS;JAK1;MAPK1;NFATC2;PIK3R2;PPP3CC;STAT2;CDKN1A;MAP2K6;PIK3R1;GNG2;GNB2;MAP2K1;E2F3;TNFRSF1A;ZFP36;HLA-F","reference95","Up",348,"hsa05167","Kaposi sarcoma-associated herpesvirus infection"
"hsa05168 Herpes simplex virus 1 infection",0.272075512483338,0.44038268997303,0.0152969371898766,0.244739289224008,1.09240893514707,124,"ALYREF;RELA;CALR;BAX;PPP1CC;IFNGR2;B2M;AKT1;HLA-C;HLA-E;HLA-B;TAP1;SRSF3;MYD88;BID;HLA-A;TRAF3;SRSF2;TAPBP;SRSF6;TAP2;PIK3R3;SRSF9;MAP3K7;IRF7;NFKB1;PPP1CA;PDIA3;IKBKG;OAS3;SOCS3;SRSF7;BST2;ZC3HAV1;BCL2;TLR9;SRPK1;PPP1CB;JAK1","reference95","Up",348,"hsa05168","Herpes simplex virus 1 infection"
