"case_id","axis","case_label","primary_analysis","n_patients","n_cells_total","min_cells_per_sample","genes_ranked_n","direction","global_FDR_tier","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","pathway_id","pathway_name","gene_set_size_total","target_family2_BH","target_family2_Holm","target_family4_BH","target_family4_Holm"
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00380 Tryptophan metabolism",0.480694980694981,0.631161971830986,0.0793434960134973,0.327186663053304,0.986338248275148,21,"MAOB;ALDH9A1;DLST;ACAT2;AFMID","hsa00380","Tryptophan metabolism",42,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00410 beta-Alanine metabolism",0.663223140495868,0.756455786444169,0.066436413766281,-0.289473122424102,-0.86884850869288,21,"ALDH2;CARNS1;HIBCH;SMOX","hsa00410","beta-Alanine metabolism",31,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00430 Taurine and hypotaurine metabolism",0.640159045725646,0.742002530272908,0.0662842187012672,0.406697291173874,0.859002562657623,6,"GAD2","hsa00430","Taurine and hypotaurine metabolism",17,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00440 Phosphonate and phosphinate metabolism",0.922465208747515,0.950338481066215,0.0490939668192139,0.28687635122469,0.605923683820464,6,"CHPT1","hsa00440","Phosphonate and phosphinate metabolism",6,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00450 Selenocompound metabolism",0.961240310077519,0.974894291754757,0.0460457683018055,0.208611707884945,0.560714264864707,14,"PSTK;SEPHS1;SCLY","hsa00450","Selenocompound metabolism",17,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00480 Glutathione metabolism",0.155206286836935,0.351395919619574,0.156312403073186,0.358371580114014,1.247687049608,37,"ODC1;SRM;LAP3;GPX7;SMS;GCLM;TXNDC12;GGCT;GPX4;GSTA4;PGD","hsa00480","Glutathione metabolism",59,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00500 Starch and sucrose metabolism",0.54389721627409,0.676555073901917,0.0782955249944794,-0.321683554315055,-0.937715318792242,19,"HKDC1;AMY2B;PYGB;UGP2;GYG2","hsa00500","Starch and sucrose metabolism",36,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00510 N-Glycan biosynthesis",0.366598778004073,0.536376080932189,0.09754492162472,0.282928942252448,1.05201253533983,51,"ALG3;DOLPP1;MGAT1;DOLK;STT3B;SRD5A3;RPN2;STT3A;DDOST;ALG12;KRTCAP2;ALG1;MAGT1;OSTC;MGAT5;FUT8;DPM1;MGAT4B;ALG8","hsa00510","N-Glycan biosynthesis",57,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00511 Other glycan degradation",0.204210526315789,0.402779877871474,0.139599673451922,-0.43712021600006,-1.24533869260468,16,"GBA2;MAN2B2;ENGASE;MANBA;NEU3;MAN2C1","hsa00511","Other glycan degradation",18,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR 0.10b","hsa00512 Mucin type O-glycan biosynthesis",0.0521235521235521,0.195934820870948,0.276500599254472,0.493391964813842,1.49114027720992,22,"GALNT12;GALNT4;GALNT3;GALNT8;B4GALT5;GALNT6;GALNT1;GALNT7","hsa00512","Mucin type O-glycan biosynthesis",36,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00513 Various types of N-glycan biosynthesis",0.471512770137525,0.628252705986304,0.0813027345384498,0.284235150993917,0.996609930540788,38,"ALG3;MGAT1;STT3B;RPN2;STT3A;DDOST;ALG12;KRTCAP2;ALG1;MAGT1;OSTC","hsa00513","Various types of N-glycan biosynthesis",45,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00514 Other types of O-glycan biosynthesis",0.248015873015873,0.42568108974359,0.120985142145252,0.339266635842759,1.15969339639965,35,"GALNT12;GALNT4;GALNT3;XXYLT1;GALNT8;GALNT6;GALNT1;GALNT7;COLGALT1;LFNG","hsa00514","Other types of O-glycan biosynthesis",49,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00515 Mannose type O-glycan biosynthesis",0.97196261682243,0.982976357522967,0.0438879842863647,0.19261764059115,0.55966383063248,18,"FKRP;CHST10;RXYLT1;B3GALNT2","hsa00515","Mannose type O-glycan biosynthesis",23,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00520 Amino sugar and nucleotide sugar metabolism",0.666666666666667,0.75796178343949,0.0630790410571939,0.257374962941863,0.869177070553278,33,"UXS1;HK1;UAP1;GNPDA2;GPI;UGDH;PMM2;GNPNAT1;PGM2;PGM1;GFPT1","hsa00520","Amino sugar and nucleotide sugar metabolism",38,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR 0.10b","hsa00531 Glycosaminoglycan degradation",0.0562015503875969,0.195934820870948,0.266350657088526,0.553622975887878,1.48804831274566,14,"SGSH;HYAL2;IDUA;GALNS;HYAL3;IDS;GNS;NAGLU","hsa00531","Glycosaminoglycan degradation",19,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.381308411214953,0.552379043572373,0.0902635484340068,0.356646260009713,1.05469512287027,19,"CHSY1;DSEL;CHST7;CHST11;CHST12;B3GALT6;XYLT2;CHST14;B4GALT7;CSGALNACT2","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",21,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00533 Glycosaminoglycan biosynthesis - keratan sulfate",0.301775147928994,0.476697910666597,0.107554375265169,0.470428941977498,1.14786227711607,10,"CHST2;B3GNT2","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate",14,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.352941176470588,0.524068935671919,0.0956031492204301,0.38338196439077,1.06502101231025,16,"HS2ST1;GLCE;B3GALT6;XYLT2;HS6ST1;NDST2;EXTL2;B4GALT7","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",24,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00541 Biosynthesis of various nucleotide sugars",0.637894736842105,0.742002530272908,0.0692836467392548,-0.309605557471057,-0.882054332083551,16,"GMPPA;NANP;UGP2","hsa00541","Biosynthesis of various nucleotide sugars",20,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00561 Glycerolipid metabolism",0.857715430861723,0.905930203602471,0.052805004567129,-0.212329664920321,-0.756105945386883,42,"ALDH2;PLPP2;CEL;PLPP3;PLPP5;DGKA;MGLL;DGKE","hsa00561","Glycerolipid metabolism",66,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00562 Inositol phosphate metabolism",0.39458413926499,0.561221265807177,0.0902635484340068,-0.263945662402073,-1.03495039784244,67,"INPP4B;INPP1;IP6K2;PLCG2;PIK3C3;PIP4K2B;PLCD1;PIP4K2A;PLCB3;INPP5F;PLCB1;PIP5K1C;IP6K1;IPPK;PLCH1;PIP5K1A;MTMR4;FIG4;PIKFYVE","hsa00562","Inositol phosphate metabolism",78,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0.938086303939963,0.954121967255176,0.0456790414930062,0.204503557567307,0.657919508565517,28,"PGAP1;GPLD1;GPAA1;PIGW;PIGH;PGAP2;PGAP3;PIGQ;PIGS;PIGC;PIGT;PIGX","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",30,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00564 Glycerophospholipid metabolism",0.410358565737052,0.581341301460823,0.0897104652742981,0.255796794454919,1.02306136683407,71,"LPGAT1;LPCAT2;CHKA;PLAAT2;SGMS1;CHPT1;DGKD;PTDSS2;LPIN2;MBOAT7;DGKQ;LYPLA1;CRLS1;PLA2G15;SAMD8;LYPLA2;PTDSS1;ETNK2;GPCPD1;PLA2G1B;PLA2G12A;GDPD5","hsa00564","Glycerophospholipid metabolism",104,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00565 Ether lipid metabolism",0.879310344827586,0.925999389685688,0.0550211117163117,-0.231102079741417,-0.729841212969399,26,"PAFAH2;PLA2G6;PLPP2;PLPP3","hsa00565","Ether lipid metabolism",51,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00590 Arachidonic acid metabolism",0.233766233766234,0.416686790630283,0.131457611642763,-0.365663290742359,-1.17168252636907,27,"ALOX5;PTGDS;PRXL2B;PLA2G6","hsa00590","Arachidonic acid metabolism",63,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00591 Linoleic acid metabolism",0.755555555555556,0.832230410588058,0.0590954798717342,0.328396989810424,0.754582632822371,8,"PLAAT2;PLA2G1B;PLA2G12A","hsa00591","Linoleic acid metabolism",30,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00592 alpha-Linolenic acid metabolism",0.892787524366472,0.934677848090412,0.0496901392724606,0.25949638732298,0.645898353208413,11,"PLAAT2;PLA2G1B;PLA2G12A","hsa00592","alpha-Linolenic acid metabolism",26,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00600 Sphingolipid metabolism",0.339960238568588,0.509940357852883,0.100633389423036,0.295786509112769,1.05660053142459,42,"KDSR;SGMS1;CERS4;B4GALT5;B4GALT6;SPTLC1;GLA;NEU1;DEGS1;SAMD8;SMPD2;SPTLC2;SMPD1;SMPD3;NEU4;ACER2","hsa00600","Sphingolipid metabolism",55,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00601 Glycosphingolipid biosynthesis - lacto and neolacto series",0.315677966101695,0.48786594761171,0.109250039480711,-0.400716950950603,-1.1191347671039,15,"ST3GAL6;ABO","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series",28,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00603 Glycosphingolipid biosynthesis - globo and isoglobo series",0.0669462829077474,0.214300006669779,0.287805130535564,-0.636301083473289,-1.53664184220393,9,"ABO;GBGT1","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series",16,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00604 Glycosphingolipid biosynthesis - ganglio series",0.837113402061856,0.889432989690722,0.0552495663125249,-0.268739969509955,-0.709432454963001,12,"SLC33A1","hsa00604","Glycosphingolipid biosynthesis - ganglio series",15,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00620 Pyruvate metabolism",0.489278752436647,0.636911258500546,0.0789209638180035,0.290198038826592,0.988422801343928,34,"LDHA;FH;PKM;ALDH9A1;ACAT2;MDH2;LDHB;PDHA1;ME2;ACAT1;PCK2;ACACA;GLO1","hsa00620","Pyruvate metabolism",50,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00630 Glyoxylate and dicarboxylate metabolism",0.37360594795539,0.544397238449283,0.0911073131586733,0.330885560693934,1.04345922750409,26,"GCSH;PCCB;ACAT2;GLDC;AFMID;MDH2","hsa00630","Glyoxylate and dicarboxylate metabolism",31,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00640 Propanoate metabolism",0.767932489451477,0.835828959555418,0.0603786357920401,-0.249600588947996,-0.811829761507868,29,"ACACB;HIBCH;LDHC;BCKDHB;BCKDHA;ACSS2;ABAT","hsa00640","Propanoate metabolism",32,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00650 Butanoate metabolism",0.5727969348659,0.700303101873721,0.0699458736501659,0.32171124424056,0.910188279447942,17,"GAD2;ACAT2;ALDH5A1;ACAT1;L2HGDH","hsa00650","Butanoate metabolism",27,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00670 One carbon pool by folate",0.177777777777778,0.372358752592905,0.140406238523342,0.392054400678437,1.25222568391527,27,"GCSH;TYMS;DMGDH;MTHFD2;GART;AHCY;GLDC;MTHFD1L;MTHFD1;ATIC","hsa00670","One carbon pool by folate",38,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00730 Thiamine metabolism",0.543307086614173,0.676555073901917,0.0739901439101341,0.421415325241404,0.927472510047534,7,"ACP1;NFS1","hsa00730","Thiamine metabolism",15,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00740 Riboflavin metabolism",0.839679358717435,0.889511961608677,0.05378728077603,-0.324123377688605,-0.689492290161974,6,"BLVRB","hsa00740","Riboflavin metabolism",8,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00750 Vitamin B6 metabolism",0.583166332665331,0.703345880951091,0.0713052987340038,-0.446517473522282,-0.896425924121708,5,"PSAT1;PDXK;PHOSPHO2","hsa00750","Vitamin B6 metabolism",6,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00760 Nicotinate and nicotinamide metabolism",0.638528138528139,0.742002530272908,0.070619624712259,-0.276683662084385,-0.886568108977865,27,"NUDT13;SIRT3;SARM1;NADSYN1;SIRT4;SIRT2;NAPRT;NT5C;NMNAT1;NMNAT3","hsa00760","Nicotinate and nicotinamide metabolism",38,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00770 Pantothenate and CoA biosynthesis",0.453488372093023,0.615571668582545,0.0826646449123753,0.370084114803613,0.994725772940134,14,"PANK2;PANK1;AASDHPPT","hsa00770","Pantothenate and CoA biosynthesis",21,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00785 Lipoic acid metabolism",0.83125,0.885839552238806,0.0560595875032335,-0.255035293878529,-0.735968330899509,17,"LIPT1;AMT;BCKDHB;BCKDHA;DHTKD1","hsa00785","Lipoic acid metabolism",19,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00790 Folate biosynthesis",0.10188679245283,0.279796806966618,0.191892240384838,0.504103076100879,1.38860848943066,15,"GGH;GCH1;MOCS2;GPHN;FPGS;PTS;DHFR;MOCS1;QDPR;AKR1C3","hsa00790","Folate biosynthesis",28,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00830 Retinol metabolism",0.688659793814433,0.778002730825369,0.0645031249656493,-0.31200292796171,-0.823640054522375,12,"CYP2S1;DHRS4L2;RDH10","hsa00830","Retinol metabolism",69,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00860 Porphyrin metabolism",0.652892561983471,0.749461879833116,0.0672065093710464,-0.291224796709973,-0.874106128392593,21,"HMOX1;CPOX;BLVRB","hsa00860","Porphyrin metabolism",46,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_up","FDR b	% 0.20","hsa00900 Terpenoid backbone biosynthesis",0.21264367816092,0.409206081081081,0.129442887745046,0.411262494202657,1.22593644146954,20,"ZMPSTE24;NUS1;ACAT2;PCYOX1;IDI1;ICMT;RCE1;ACAT1","hsa00900","Terpenoid backbone biosynthesis",23,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00910 Nitrogen metabolism",0.897435897435897,0.936797121007647,0.0499913914024592,-0.270536572268415,-0.631829930351816,8,"CA6;CA13;CA1;CA5B","hsa00910","Nitrogen metabolism",17,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00920 Sulfur metabolism",0.137651821862348,0.333057395143488,0.169570644405628,-0.610818125799113,-1.35185182142159,7,"TST;BPNT1;MPST;SQOR","hsa00920","Sulfur metabolism",10,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00970 Aminoacyl-tRNA biosynthesis",0.993548387096774,0.996339253352664,0.0492917662312669,-0.154439609141511,-0.484381050702235,25,"FARS2;QRSL1;GATB;VARS2;CARS2;DARS2;YARS2;NARS2","hsa00970","Aminoacyl-tRNA biosynthesis",491,,,,
"filter_cpm1_2","Gene filter","CPM >= 1 in >= 2 samples",FALSE,3,3207,140,14175,"relapse_down","FDR b	% 0.20","hsa00980 Metabolism of xenobiotics by cytochrome P450",0.291322314049587,0.464294938016529,0.112843355675562,-0.363100343685125,-1.11125648336602,22,"CYP2D6;CYP2S1;GSTM2;MGST2;GSTM3;GSTO2","hsa00980","Metabolism of xenobiotics by cytochrome P450",79,,,,
